model,condition_key,condition,domain,kind,value,count,proportion
GPT-5,history_ratings_only,History + ratings,Quitting,signed_error,-4,6,0.0066815144766146995
GPT-5,history_ratings_only,History + ratings,Quitting,signed_error,-3,28,0.031180400890868598
GPT-5,history_ratings_only,History + ratings,Quitting,signed_error,-2,89,0.09910913140311804
GPT-5,history_ratings_only,History + ratings,Quitting,signed_error,-1,223,0.24832962138084633
GPT-5,history_ratings_only,History + ratings,Quitting,signed_error,0,346,0.38530066815144765
GPT-5,history_ratings_only,History + ratings,Quitting,signed_error,1,144,0.1603563474387528
GPT-5,history_ratings_only,History + ratings,Quitting,signed_error,2,40,0.044543429844097995
GPT-5,history_ratings_only,History + ratings,Quitting,signed_error,3,21,0.02338530066815145
GPT-5,history_ratings_only,History + ratings,Quitting,signed_error,4,1,0.0011135857461024498
GPT-5,history_text_only,History text only,Content,rating,1,0,0.0
GPT-5,history_text_only,History text only,Content,rating,2,1,0.0011135857461024498
GPT-5,history_text_only,History text only,Content,rating,3,88,0.09799554565701558
GPT-5,history_text_only,History text only,Content,rating,4,457,0.5089086859688196
GPT-5,history_text_only,History text only,Content,rating,5,352,0.39198218262806234
GPT-5,history_text_only,History text only,Content,signed_error,-4,0,0.0
GPT-5,history_text_only,History text only,Content,signed_error,-3,0,0.0
GPT-5,history_text_only,History text only,Content,signed_error,-2,35,0.03897550111358575
GPT-5,history_text_only,History text only,Content,signed_error,-1,179,0.19933184855233854
GPT-5,history_text_only,History text only,Content,signed_error,0,298,0.33184855233853006
GPT-5,history_text_only,History text only,Content,signed_error,1,231,0.2572383073496659
GPT-5,history_text_only,History text only,Content,signed_error,2,112,0.12472160356347439
GPT-5,history_text_only,History text only,Content,signed_error,3,30,0.0334075723830735
GPT-5,history_text_only,History text only,Content,signed_error,4,13,0.014476614699331848
GPT-5,history_text_only,History text only,Coping,rating,1,0,0.0
GPT-5,history_text_only,History text only,Coping,rating,2,87,0.09688195991091314
GPT-5,history_text_only,History text only,Coping,rating,3,375,0.41759465478841873
GPT-5,history_text_only,History text only,Coping,rating,4,436,0.48552338530066813
GPT-5,history_text_only,History text only,Coping,rating,5,0,0.0
GPT-5,history_text_only,History text only,Coping,signed_error,-4,0,0.0
GPT-5,history_text_only,History text only,Coping,signed_error,-3,28,0.031180400890868598
GPT-5,history_text_only,History text only,Coping,signed_error,-2,137,0.15256124721603564
GPT-5,history_text_only,History text only,Coping,signed_error,-1,263,0.29287305122494434
GPT-5,history_text_only,History text only,Coping,signed_error,0,219,0.24387527839643652
GPT-5,history_text_only,History text only,Coping,signed_error,1,133,0.14810690423162584
GPT-5,history_text_only,History text only,Coping,signed_error,2,69,0.07683741648106904
GPT-5,history_text_only,History text only,Coping,signed_error,3,49,0.05456570155902005
GPT-5,history_text_only,History text only,Coping,signed_error,4,0,0.0
GPT-5,history_text_only,History text only,Quitting,rating,1,4,0.004454342984409799
GPT-5,history_text_only,History text only,Quitting,rating,2,129,0.14365256124721604
GPT-5,history_text_only,History text only,Quitting,rating,3,516,0.5746102449888641
GPT-5,history_text_only,History text only,Quitting,rating,4,249,0.27728285077951004
GPT-5,history_text_only,History text only,Quitting,rating,5,0,0.0
GPT-5,history_text_only,History text only,Quitting,signed_error,-4,1,0.0011135857461024498
GPT-5,history_text_only,History text only,Quitting,signed_error,-3,43,0.04788418708240535
GPT-5,history_text_only,History text only,Quitting,signed_error,-2,204,0.22717149220489977
GPT-5,history_text_only,History text only,Quitting,signed_error,-1,241,0.26837416481069043
GPT-5,history_text_only,History text only,Quitting,signed_error,0,197,0.21937639198218262
GPT-5,history_text_only,History text only,Quitting,signed_error,1,117,0.13028953229398663
GPT-5,history_text_only,History text only,Quitting,signed_error,2,70,0.0779510022271715
GPT-5,history_text_only,History text only,Quitting,signed_error,3,25,0.02783964365256125
GPT-5,history_text_only,History text only,Quitting,signed_error,4,0,0.0
Grok-4.3,pp_cbtact,PP + CBT/ACT,Content,rating,1,6,0.0066815144766146995
Grok-4.3,pp_cbtact,PP + CBT/ACT,Content,rating,2,28,0.031180400890868598
Grok-4.3,pp_cbtact,PP + CBT/ACT,Content,rating,3,198,0.22048997772828507
Grok-4.3,pp_cbtact,PP + CBT/ACT,Content,rating,4,401,0.4465478841870824
Grok-4.3,pp_cbtact,PP + CBT/ACT,Content,rating,5,265,0.2951002227171492
Grok-4.3,pp_cbtact,PP + CBT/ACT,Content,signed_error,-4,0,0.0
Grok-4.3,pp_cbtact,PP + CBT/ACT,Content,signed_error,-3,3,0.0033407572383073497
Grok-4.3,pp_cbtact,PP + CBT/ACT,Content,signed_error,-2,26,0.028953229398663696
Grok-4.3,pp_cbtact,PP + CBT/ACT,Content,signed_error,-1,193,0.21492204899777284
Grok-4.3,pp_cbtact,PP + CBT/ACT,Content,signed_error,0,442,0.4922048997772829
Grok-4.3,pp_cbtact,PP + CBT/ACT,Content,signed_error,1,161,0.17928730512249444
Grok-4.3,pp_cbtact,PP + CBT/ACT,Content,signed_error,2,53,0.05902004454342984
Grok-4.3,pp_cbtact,PP + CBT/ACT,Content,signed_error,3,14,0.015590200445434299
Grok-4.3,pp_cbtact,PP + CBT/ACT,Content,signed_error,4,6,0.0066815144766146995
Grok-4.3,pp_cbtact,PP + CBT/ACT,Coping,rating,1,42,0.0467706013363029
Grok-4.3,pp_cbtact,PP + CBT/ACT,Coping,rating,2,107,0.11915367483296214
Grok-4.3,pp_cbtact,PP + CBT/ACT,Coping,rating,3,191,0.21269487750556793
Grok-4.3,pp_cbtact,PP + CBT/ACT,Coping,rating,4,354,0.39420935412026725
Grok-4.3,pp_cbtact,PP + CBT/ACT,Coping,rating,5,204,0.22717149220489977
Grok-4.3,pp_cbtact,PP + CBT/ACT,Coping,signed_error,-4,2,0.0022271714922048997
Grok-4.3,pp_cbtact,PP + CBT/ACT,Coping,signed_error,-3,13,0.014476614699331848
Grok-4.3,pp_cbtact,PP + CBT/ACT,Coping,signed_error,-2,47,0.052338530066815145
Grok-4.3,pp_cbtact,PP + CBT/ACT,Coping,signed_error,-1,207,0.23051224944320714
Grok-4.3,pp_cbtact,PP + CBT/ACT,Coping,signed_error,0,385,0.4287305122494432
Grok-4.3,pp_cbtact,PP + CBT/ACT,Coping,signed_error,1,159,0.17706013363028952
Grok-4.3,pp_cbtact,PP + CBT/ACT,Coping,signed_error,2,55,0.061247216035634745
Grok-4.3,pp_cbtact,PP + CBT/ACT,Coping,signed_error,3,22,0.024498886414253896
Grok-4.3,pp_cbtact,PP + CBT/ACT,Coping,signed_error,4,8,0.008908685968819599
Grok-4.3,pp_cbtact,PP + CBT/ACT,Quitting,rating,1,50,0.0556792873051225
Grok-4.3,pp_cbtact,PP + CBT/ACT,Quitting,rating,2,95,0.10579064587973273
Grok-4.3,pp_cbtact,PP + CBT/ACT,Quitting,rating,3,185,0.20601336302895323
Grok-4.3,pp_cbtact,PP + CBT/ACT,Quitting,rating,4,350,0.3897550111358575
Grok-4.3,pp_cbtact,PP + CBT/ACT,Quitting,rating,5,218,0.24276169265033407
Grok-4.3,pp_cbtact,PP + CBT/ACT,Quitting,signed_error,-4,3,0.0033407572383073497
Grok-4.3,pp_cbtact,PP + CBT/ACT,Quitting,signed_error,-3,7,0.0077951002227171495
Grok-4.3,pp_cbtact,PP + CBT/ACT,Quitting,signed_error,-2,51,0.05679287305122494
Grok-4.3,pp_cbtact,PP + CBT/ACT,Quitting,signed_error,-1,194,0.21603563474387527
Grok-4.3,pp_cbtact,PP + CBT/ACT,Quitting,signed_error,0,402,0.44766146993318484
Grok-4.3,pp_cbtact,PP + CBT/ACT,Quitting,signed_error,1,160,0.17817371937639198
Grok-4.3,pp_cbtact,PP + CBT/ACT,Quitting,signed_error,2,52,0.05790645879732739
Grok-4.3,pp_cbtact,PP + CBT/ACT,Quitting,signed_error,3,22,0.024498886414253896
Grok-4.3,pp_cbtact,PP + CBT/ACT,Quitting,signed_error,4,7,0.0077951002227171495
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Content,rating,1,5,0.005567928730512249
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Content,rating,2,24,0.026726057906458798
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Content,rating,3,187,0.20824053452115812
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Content,rating,4,401,0.4465478841870824
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Content,rating,5,281,0.3129175946547884
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Content,signed_error,-4,0,0.0
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Content,signed_error,-3,2,0.0022271714922048997
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Content,signed_error,-2,25,0.02783964365256125
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Content,signed_error,-1,181,0.20155902004454343
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Content,signed_error,0,440,0.48997772828507796
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Content,signed_error,1,172,0.1915367483296214
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Content,signed_error,2,58,0.0645879732739421
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Content,signed_error,3,14,0.015590200445434299
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Content,signed_error,4,6,0.0066815144766146995
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,rating,1,40,0.044543429844097995
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,rating,2,111,0.12360801781737193
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,rating,3,193,0.21492204899777284
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,rating,4,340,0.37861915367483295
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,rating,5,214,0.2383073496659243
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,signed_error,-4,2,0.0022271714922048997
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,signed_error,-3,15,0.01670378619153675
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,signed_error,-2,49,0.05456570155902005
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,signed_error,-1,204,0.22717149220489977
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,signed_error,0,370,0.41202672605790647
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,signed_error,1,169,0.18819599109131402
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,signed_error,2,61,0.06792873051224944
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,signed_error,3,23,0.025612472160356347
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,signed_error,4,5,0.005567928730512249
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,rating,1,46,0.051224944320712694
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,rating,2,110,0.12249443207126949
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,rating,3,183,0.20378619153674832
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,rating,4,350,0.3897550111358575
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,rating,5,209,0.23273942093541203
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,signed_error,-4,2,0.0022271714922048997
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,signed_error,-3,15,0.01670378619153675
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,signed_error,-2,51,0.05679287305122494
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,signed_error,-1,196,0.2182628062360802
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,signed_error,0,388,0.43207126948775054
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,signed_error,1,168,0.1870824053452116
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,signed_error,2,51,0.05679287305122494
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,signed_error,3,23,0.025612472160356347
Grok-4.3,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,signed_error,4,4,0.004454342984409799
Grok-4.3,history_ratings_only,History + ratings,Content,rating,1,4,0.004454342984409799
Grok-4.3,history_ratings_only,History + ratings,Content,rating,2,36,0.0400890868596882
Grok-4.3,history_ratings_only,History + ratings,Content,rating,3,209,0.23273942093541203
Grok-4.3,history_ratings_only,History + ratings,Content,rating,4,383,0.4265033407572383
Grok-4.3,history_ratings_only,History + ratings,Content,rating,5,266,0.2962138084632517
Grok-4.3,history_ratings_only,History + ratings,Content,signed_error,-4,0,0.0
Grok-4.3,history_ratings_only,History + ratings,Content,signed_error,-3,3,0.0033407572383073497
Grok-4.3,history_ratings_only,History + ratings,Content,signed_error,-2,39,0.043429844097995544
Grok-4.3,history_ratings_only,History + ratings,Content,signed_error,-1,191,0.21269487750556793
Grok-4.3,history_ratings_only,History + ratings,Content,signed_error,0,430,0.47884187082405344
Grok-4.3,history_ratings_only,History + ratings,Content,signed_error,1,160,0.17817371937639198
Grok-4.3,history_ratings_only,History + ratings,Content,signed_error,2,55,0.061247216035634745
Grok-4.3,history_ratings_only,History + ratings,Content,signed_error,3,13,0.014476614699331848
Grok-4.3,history_ratings_only,History + ratings,Content,signed_error,4,7,0.0077951002227171495
Grok-4.3,history_ratings_only,History + ratings,Coping,rating,1,45,0.05011135857461024
Grok-4.3,history_ratings_only,History + ratings,Coping,rating,2,109,0.12138084632516703
Grok-4.3,history_ratings_only,History + ratings,Coping,rating,3,206,0.22939866369710468
Grok-4.3,history_ratings_only,History + ratings,Coping,rating,4,328,0.36525612472160357
Grok-4.3,history_ratings_only,History + ratings,Coping,rating,5,210,0.23385300668151449
Grok-4.3,history_ratings_only,History + ratings,Coping,signed_error,-4,2,0.0022271714922048997
Grok-4.3,history_ratings_only,History + ratings,Coping,signed_error,-3,18,0.0200445434298441
Grok-4.3,history_ratings_only,History + ratings,Coping,signed_error,-2,58,0.0645879732739421
Grok-4.3,history_ratings_only,History + ratings,Coping,signed_error,-1,200,0.22271714922049
Grok-4.3,history_ratings_only,History + ratings,Coping,signed_error,0,366,0.40757238307349664
Grok-4.3,history_ratings_only,History + ratings,Coping,signed_error,1,170,0.18930957683741648
Grok-4.3,history_ratings_only,History + ratings,Coping,signed_error,2,56,0.062360801781737196
Grok-4.3,history_ratings_only,History + ratings,Coping,signed_error,3,19,0.021158129175946547
Grok-4.3,history_ratings_only,History + ratings,Coping,signed_error,4,9,0.01002227171492205
Grok-4.3,history_ratings_only,History + ratings,Quitting,rating,1,53,0.05902004454342984
Grok-4.3,history_ratings_only,History + ratings,Quitting,rating,2,115,0.12806236080178174
Grok-4.3,history_ratings_only,History + ratings,Quitting,rating,3,182,0.2026726057906459
Grok-4.3,history_ratings_only,History + ratings,Quitting,rating,4,326,0.36302895322939865
Grok-4.3,history_ratings_only,History + ratings,Quitting,rating,5,222,0.24721603563474387
Grok-4.3,history_ratings_only,History + ratings,Quitting,signed_error,-4,3,0.0033407572383073497
Grok-4.3,history_ratings_only,History + ratings,Quitting,signed_error,-3,16,0.017817371937639197
Grok-4.3,history_ratings_only,History + ratings,Quitting,signed_error,-2,60,0.066815144766147
Grok-4.3,history_ratings_only,History + ratings,Quitting,signed_error,-1,180,0.20044543429844097
Grok-4.3,history_ratings_only,History + ratings,Quitting,signed_error,0,404,0.44988864142538976
Grok-4.3,history_ratings_only,History + ratings,Quitting,signed_error,1,157,0.17483296213808464
Grok-4.3,history_ratings_only,History + ratings,Quitting,signed_error,2,51,0.05679287305122494
Grok-4.3,history_ratings_only,History + ratings,Quitting,signed_error,3,20,0.022271714922048998
Grok-4.3,history_ratings_only,History + ratings,Quitting,signed_error,4,7,0.0077951002227171495
Grok-4.3,history_text_only,History text only,Content,rating,1,0,0.0
Grok-4.3,history_text_only,History text only,Content,rating,2,6,0.0066815144766146995
Grok-4.3,history_text_only,History text only,Content,rating,3,114,0.12694877505567928
Grok-4.3,history_text_only,History text only,Content,rating,4,727,0.8095768374164811
Grok-4.3,history_text_only,History text only,Content,rating,5,51,0.05679287305122494
Grok-4.3,history_text_only,History text only,Content,signed_error,-4,0,0.0
Grok-4.3,history_text_only,History text only,Content,signed_error,-3,3,0.0033407572383073497
Grok-4.3,history_text_only,History text only,Content,signed_error,-2,42,0.0467706013363029
Grok-4.3,history_text_only,History text only,Content,signed_error,-1,283,0.3151447661469933
Grok-4.3,history_text_only,History text only,Content,signed_error,0,293,0.3262806236080178
Grok-4.3,history_text_only,History text only,Content,signed_error,1,192,0.21380846325167038
Grok-4.3,history_text_only,History text only,Content,signed_error,2,62,0.06904231625835189
Grok-4.3,history_text_only,History text only,Content,signed_error,3,21,0.02338530066815145
Grok-4.3,history_text_only,History text only,Content,signed_error,4,2,0.0022271714922048997
Grok-4.3,history_text_only,History text only,Coping,rating,1,5,0.005567928730512249
Grok-4.3,history_text_only,History text only,Coping,rating,2,154,0.1714922048997773
Grok-4.3,history_text_only,History text only,Coping,rating,3,304,0.33853006681514475
Grok-4.3,history_text_only,History text only,Coping,rating,4,435,0.4844097995545657
Grok-4.3,history_text_only,History text only,Coping,rating,5,0,0.0
Grok-4.3,history_text_only,History text only,Coping,signed_error,-4,2,0.0022271714922048997
Grok-4.3,history_text_only,History text only,Coping,signed_error,-3,59,0.06570155902004454
Grok-4.3,history_text_only,History text only,Coping,signed_error,-2,124,0.13808463251670378
Grok-4.3,history_text_only,History text only,Coping,signed_error,-1,255,0.28396436525612473
Grok-4.3,history_text_only,History text only,Coping,signed_error,0,208,0.23162583518930957
Grok-4.3,history_text_only,History text only,Coping,signed_error,1,133,0.14810690423162584
Grok-4.3,history_text_only,History text only,Coping,signed_error,2,77,0.08574610244988864
Grok-4.3,history_text_only,History text only,Coping,signed_error,3,40,0.044543429844097995
Grok-4.3,history_text_only,History text only,Coping,signed_error,4,0,0.0
Grok-4.3,history_text_only,History text only,Quitting,rating,1,4,0.004454342984409799
Grok-4.3,history_text_only,History text only,Quitting,rating,2,131,0.14587973273942093
Grok-4.3,history_text_only,History text only,Quitting,rating,3,343,0.3819599109131403
Grok-4.3,history_text_only,History text only,Quitting,rating,4,420,0.46770601336302897
Grok-4.3,history_text_only,History text only,Quitting,rating,5,0,0.0
Grok-4.3,history_text_only,History text only,Quitting,signed_error,-4,2,0.0022271714922048997
Grok-4.3,history_text_only,History text only,Quitting,signed_error,-3,46,0.051224944320712694
Grok-4.3,history_text_only,History text only,Quitting,signed_error,-2,138,0.15367483296213807
Grok-4.3,history_text_only,History text only,Quitting,signed_error,-1,260,0.289532293986637
Grok-4.3,history_text_only,History text only,Quitting,signed_error,0,202,0.22494432071269488
Grok-4.3,history_text_only,History text only,Quitting,signed_error,1,133,0.14810690423162584
Grok-4.3,history_text_only,History text only,Quitting,signed_error,2,83,0.09242761692650334
Grok-4.3,history_text_only,History text only,Quitting,signed_error,3,34,0.0378619153674833
Grok-4.3,history_text_only,History text only,Quitting,signed_error,4,0,0.0
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Content,rating,1,4,0.004454342984409799
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Content,rating,2,36,0.0400890868596882
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Content,rating,3,118,0.13140311804008908
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Content,rating,4,385,0.4287305122494432
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Content,rating,5,355,0.39532293986636974
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Content,signed_error,-4,0,0.0
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Content,signed_error,-3,6,0.0066815144766146995
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Content,signed_error,-2,21,0.02338530066815145
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Content,signed_error,-1,156,0.17371937639198218
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Content,signed_error,0,396,0.44097995545657015
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Content,signed_error,1,218,0.24276169265033407
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Content,signed_error,2,74,0.08240534521158129
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Content,signed_error,3,19,0.021158129175946547
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Content,signed_error,4,8,0.008908685968819599
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Coping,rating,1,44,0.04899777282850779
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Coping,rating,2,66,0.07349665924276169
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Coping,rating,3,144,0.1603563474387528
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Coping,rating,4,369,0.410913140311804
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Coping,rating,5,275,0.3062360801781737
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Coping,signed_error,-4,1,0.0011135857461024498
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Coping,signed_error,-3,10,0.011135857461024499
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Coping,signed_error,-2,57,0.06347438752783964
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Coping,signed_error,-1,141,0.15701559020044542
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Coping,signed_error,0,363,0.4042316258351893
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Coping,signed_error,1,209,0.23273942093541203
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Coping,signed_error,2,70,0.0779510022271715
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Coping,signed_error,3,35,0.03897550111358575
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Coping,signed_error,4,12,0.013363028953229399
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Quitting,rating,1,55,0.061247216035634745
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Quitting,rating,2,70,0.0779510022271715
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Quitting,rating,3,127,0.14142538975501115
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Quitting,rating,4,317,0.3530066815144766
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Quitting,rating,5,329,0.366369710467706
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Quitting,signed_error,-4,2,0.0022271714922048997
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Quitting,signed_error,-3,12,0.013363028953229399
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Quitting,signed_error,-2,45,0.05011135857461024
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Quitting,signed_error,-1,129,0.14365256124721604
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Quitting,signed_error,0,391,0.4354120267260579
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Quitting,signed_error,1,204,0.22717149220489977
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Quitting,signed_error,2,65,0.07238307349665925
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Quitting,signed_error,3,38,0.042316258351893093
Gemini-2.5-Pro,pp_cbtact,PP + CBT/ACT,Quitting,signed_error,4,12,0.013363028953229399
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Content,rating,1,4,0.004454342984409799
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Content,rating,2,41,0.045657015590200446
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Content,rating,3,119,0.13251670378619154
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Content,rating,4,364,0.4053452115812918
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Content,rating,5,370,0.41202672605790647
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Content,signed_error,-4,0,0.0
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Content,signed_error,-3,6,0.0066815144766146995
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Content,signed_error,-2,28,0.031180400890868598
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Content,signed_error,-1,139,0.15478841870824053
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Content,signed_error,0,410,0.45657015590200445
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Content,signed_error,1,212,0.23608017817371937
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Content,signed_error,2,72,0.0801781737193764
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Content,signed_error,3,24,0.026726057906458798
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Content,signed_error,4,7,0.0077951002227171495
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,rating,1,46,0.051224944320712694
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,rating,2,84,0.0935412026726058
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,rating,3,138,0.15367483296213807
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,rating,4,332,0.36971046770601335
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,rating,5,298,0.33184855233853006
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,signed_error,-4,1,0.0011135857461024498
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,signed_error,-3,22,0.024498886414253896
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,signed_error,-2,43,0.04788418708240535
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,signed_error,-1,144,0.1603563474387528
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,signed_error,0,373,0.4153674832962138
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,signed_error,1,190,0.21158129175946547
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,signed_error,2,79,0.08797327394209355
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,signed_error,3,32,0.035634743875278395
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Coping,signed_error,4,14,0.015590200445434299
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,rating,1,56,0.062360801781737196
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,rating,2,79,0.08797327394209355
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,rating,3,119,0.13251670378619154
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,rating,4,316,0.3518930957683742
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,rating,5,328,0.36525612472160357
